LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI
4.581,-74.085,26,74,2.8461538461538463,SAN CRISTOBAL,SAN JAVIER,SIN_NMG,CHOQUE,CON HERIDOS,24.0,22.0,8.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,6,16,4,186,1342.0,630.0,712.0,0.8567717454757735,0.9202276707530648,0.8385872737886748,1.0,0.9885872737886748,92.08347927612375,113,Prioridad 2 - Auditoría de seguridad vial
4.673,-74.154,48,104,2.1666666666666665,FONTIBON,SABANA GRANDE,AVENIDA CARRERA 106,CHOQUE,SOLO DANOS,20.0,28.0,28.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,20,4,224,754.0,452.0,302.0,0.9338879159369528,0.9551079976649154,0.7261237594862814,1.0,0.9885872737886748,92.0741389375365,114,Prioridad 2 - Auditoría de seguridad vial
4.691,-74.1,78,162,2.076923076923077,ENGATIVA,TABORA,AVENIDA CHILE,CHOQUE,CON HERIDOS,22.0,30.0,42.0,68.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,38,38,2,278,327.0,279.0,48.0,0.97025685931115,0.9805896088733217,0.7094570928196147,1.0,0.9427904261529481,92.0618797431407,115,Prioridad 2 - Auditoría de seguridad vial
4.631,-74.146,60,132,2.2,KENNEDY,MANDALAY,AVENIDA DE LAS AMERICAS,CHOQUE,CON HERIDOS,46.0,24.0,38.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,32,2,236,503.0,390.0,113.0,0.953035610040864,0.9702276707530648,0.7361646234676007,1.0,0.9427904261529481,92.04436660828955,116,Prioridad 2 - Auditoría de seguridad vial
4.574,-74.096,20,60,3.0,RAFAEL URIBE URIBE,SOSIEGO SUR,AVENIDA FERNANDO MAZUERA,CHOQUE,CON HERIDOS,6.0,2.0,28.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,4,12,4,164,1796.0,794.0,1002.0,0.8069468768242849,0.8931406888499708,0.9134851138353766,1.0,0.9885872737886748,92.04319906596614,117,Prioridad 2 - Auditoría de seguridad vial
4.705,-74.125,20,60,3.0,ENGATIVA,BOLIVIA,SIN_NMG,CHOQUE,CON HERIDOS,20.0,12.0,22.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,4,12,4,164,1796.0,794.0,1002.0,0.8069468768242849,0.8931406888499708,0.9134851138353766,1.0,0.9885872737886748,92.04319906596614,118,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.164,52,120,2.3076923076923075,KENNEDY,TOCAREMA,SIN_NMG,CHOQUE,CON HERIDOS,24.0,40.0,26.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,30,2,220,591.0,465.0,126.0,0.9408347927612376,0.9651780502043199,0.7532399299474606,1.0,0.9427904261529481,92.0408639813193,119,Prioridad 2 - Auditoría de seguridad vial
4.628,-74.118,56,124,2.2142857142857144,PUENTE ARANDA,LA PRADERA,AVENIDA DE LAS AMERICAS,CHOQUE,CON HERIDOS,14.0,32.0,44.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,30,2,224,565.0,452.0,113.0,0.9471395213076474,0.9668126094570928,0.7443666082895505,1.0,0.9427904261529481,92.02218330414478,120,Prioridad 2 - Auditoría de seguridad vial
4.582,-74.141,40,96,2.4,TUNJUELITO,SAN VICENTE FERRER,SIN_NMG,CHOQUE,CON HERIDOS,38.0,8.0,8.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,24,2,184,878.0,639.0,239.0,0.9147110332749562,0.9477816695855225,0.7953298307063631,1.0,0.9427904261529481,92.0122591943958,121,Prioridad 2 - Auditoría de seguridad vial
4.744,-74.065,40,96,2.4,SUBA,GILMAR,AVENIDA BOYACA,CHOQUE,CON HERIDOS,12.0,46.0,14.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,24,2,184,878.0,639.0,239.0,0.9147110332749562,0.9477816695855225,0.7953298307063631,1.0,0.9427904261529481,92.0122591943958,122,Prioridad 2 - Auditoría de seguridad vial
4.682,-74.117,42,94,2.238095238095238,ENGATIVA,LOS ALAMOS,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,6.0,20.0,12.0,56.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,18,4,210,914.0,505.0,409.0,0.9201984821949796,0.9457092819614711,0.7457092819614711,1.0,0.9885872737886748,92.00408639813193,123,Prioridad 2 - Auditoría de seguridad vial
4.633,-74.072,42,94,2.238095238095238,TEUSAQUILLO,SANTA TERESITA,SIN_NMG,CHOQUE,SOLO DANOS,30.0,24.0,26.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,18,4,210,914.0,505.0,409.0,0.9201984821949796,0.9457092819614711,0.7457092819614711,1.0,0.9885872737886748,92.00408639813193,124,Prioridad 2 - Auditoría de seguridad vial
4.583,-74.159,74,154,2.081081081081081,CIUDAD BOLIVAR,EL ENSUENO,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,44.0,28.0,20.0,62.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,36,2,266,355.0,309.0,46.0,0.9675423234092236,0.9790426152948044,0.7104786923525978,1.0,0.9427904261529481,91.99708114419147,125,Prioridad 2 - Auditoría de seguridad vial
4.624,-74.168,62,134,2.161290322580645,KENNEDY,CHUCUA DE LA VACA I,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,34.0,18.0,42.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,32,2,238,491.0,380.0,111.0,0.9554874489200234,0.9710741389375365,0.7253356684179801,1.0,0.9427904261529481,91.89375364856977,126,Prioridad 2 - Auditoría de seguridad vial
4.714,-74.097,34,86,2.5294117647058822,ENGATIVA,LUIS CARLOS GALAN,SIN_NMG,CHOQUE,CON HERIDOS,28.0,18.0,32.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,22,2,170,1051.0,750.0,301.0,0.8968768242848804,0.9374781085814361,0.8170461179217746,1.0,0.9427904261529481,91.88382953882078,127,Prioridad 2 - Auditoría de seguridad vial
4.729,-74.101,70,146,2.085714285714286,SUBA,LECH WALESA,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,26.0,44.0,56.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,34,34,2,254,396.0,331.0,65.0,0.963543490951547,0.9764448336252189,0.7109165207238762,1.0,0.9427904261529481,91.87390542907181,128,Prioridad 2 - Auditoría de seguridad vial
4.577,-74.113,26,70,2.6923076923076925,RAFAEL URIBE URIBE,GUSTAVO RESTREPO,AVENIDA CARACAS,CHOQUE,CON HERIDOS,18.0,18.0,16.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,14,4,178,1445.0,690.0,755.0,0.8567717454757735,0.9138061879743141,0.8328663164039697,1.0,0.9885872737886748,91.84063047285464,129,Prioridad 2 - Auditoría de seguridad vial
4.571,-74.099,52,116,2.230769230769231,RAFAEL URIBE URIBE,SOSIEGO SUR,AVENIDA FERNANDO MAZUERA,CHOQUE,CON HERIDOS,14.0,20.0,40.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,28,2,212,624.0,498.0,126.0,0.9408347927612376,0.9630472854640981,0.7452714535901926,1.0,0.9427904261529481,91.83887915936954,130,Prioridad 2 - Auditoría de seguridad vial
4.571,-74.089,36,88,2.4444444444444446,SAN CRISTOBAL,PRIMERO DE MAYO,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,8.0,18.0,44.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,22,2,172,1013.0,739.0,274.0,0.9043490951546994,0.9398423817863397,0.8007880910683012,1.0,0.9427904261529481,91.75539988324577,131,Prioridad 2 - Auditoría de seguridad vial
4.605,-74.194,36,88,2.4444444444444446,BOSA,EL RETAZO,SIN_NMG,CHOQUE,CON HERIDOS,12.0,12.0,20.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,22,2,172,1013.0,739.0,274.0,0.9043490951546994,0.9398423817863397,0.8007880910683012,1.0,0.9427904261529481,91.75539988324577,132,Prioridad 2 - Auditoría de seguridad vial
4.562,-74.141,58,126,2.1724137931034484,CIUDAD BOLIVAR,RONDA,AVENIDA TUNJUELITO,CHOQUE,CON HERIDOS,28.0,20.0,20.0,58.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,26,30,2,226,551.0,438.0,113.0,0.9500291885580853,0.9675131348511383,0.7269994162288383,1.0,0.9427904261529481,91.7466433158202,133,Prioridad 2 - Auditoría de seguridad vial
4.596,-74.171,46,98,2.130434782608696,BOSA,LA ESTANCIA,AVENIDA DEL SUR,CHOQUE,SOLO DANOS,20.0,36.0,26.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,18,4,214,851.0,490.0,361.0,0.9296555750145943,0.949620548744892,0.7187974314068885,1.0,0.9885872737886748,91.733216579101,134,Prioridad 2 - Auditoría de seguridad vial
4.607,-74.127,38,86,2.263157894736842,PUENTE ARANDA,SAN EUSEBIO,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,24.0,10.0,22.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,16,4,198,1051.0,559.0,492.0,0.9096614127262114,0.9374781085814361,0.7502918855808524,1.0,0.9885872737886748,91.7203736135435,135,Prioridad 2 - Auditoría de seguridad vial
4.602,-74.102,216,428,1.9814814814814814,PUENTE ARANDA,LA ASUNCION,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,92.0,84.0,134.0,118.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,116,94,6,736,25.0,15.0,10.0,0.9966725043782837,0.998598949211909,0.5937536485697607,1.0,0.9967308814944542,91.71511967308815,136,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.171,76,152,2.0,KENNEDY,CASABLANCA,AVENIDA PRIMERO DE MAYO,CHOQUE,SOLO DANOS,38.0,44.0,36.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,42,30,4,292,366.0,250.0,116.0,0.9689433741973147,0.9785172212492703,0.648598949211909,1.0,0.9885872737886748,91.69293636894338,137,Prioridad 2 - Auditoría de seguridad vial
4.596,-74.113,60,128,2.1333333333333333,PUENTE ARANDA,AUTOPISTA MUZU ORIENTAL,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,12.0,36.0,22.0,58.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,30,2,228,531.0,429.0,102.0,0.953035610040864,0.9685055458260362,0.7190893169877408,1.0,0.9427904261529481,91.66841798015177,138,Prioridad 2 - Auditoría de seguridad vial
4.567,-74.126,60,128,2.1333333333333333,RAFAEL URIBE URIBE,MARCO FIDEL SUAREZ I,AVENIDA CARACAS,CHOQUE,CON HERIDOS,34.0,26.0,32.0,36.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,30,2,228,531.0,429.0,102.0,0.953035610040864,0.9685055458260362,0.7190893169877408,1.0,0.9427904261529481,91.66841798015177,139,Prioridad 2 - Auditoría de seguridad vial
4.597,-74.114,48,108,2.25,PUENTE ARANDA,AUTOPISTA MUZU ORIENTAL,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,22.0,30.0,44.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,26,2,200,708.0,548.0,160.0,0.9338879159369528,0.9580852305896089,0.7480735551663747,1.0,0.9427904261529481,91.65674255691769,140,Prioridad 2 - Auditoría de seguridad vial
4.614,-74.127,54,118,2.185185185185185,PUENTE ARANDA,PROVIVIENDA NORTE,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,CON HERIDOS,20.0,40.0,36.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,24,28,2,214,605.0,490.0,115.0,0.9440163455925278,0.9642440163455925,0.7280210157618213,1.0,0.9427904261529481,91.58143607705777,141,Prioridad 2 - Auditoría de seguridad vial
4.598,-74.145,72,144,2.0,KENNEDY,LAS DELICIAS,AVENIDA BOYACA,CHOQUE,SOLO DANOS,40.0,26.0,50.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,28,4,280,414.0,271.0,143.0,0.9656158785755984,0.9754816112084063,0.648598949211909,1.0,0.9885872737886748,91.56567425569177,142,Prioridad 2 - Auditoría de seguridad vial
4.621,-74.125,26,66,2.5384615384615383,KENNEDY,HIPOTECHO SUR,AVENIDA DEL CONGRESO EUCARISTICO,CHOQUE,SOLO DANOS,14.0,8.0,26.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,8,6,202,1567.0,542.0,1025.0,0.8567717454757735,0.9065382370110916,0.8174255691768827,1.0,0.9967308814944542,91.54932866316405,143,Prioridad 2 - Auditoría de seguridad vial
4.57,-74.139,26,66,2.5384615384615383,TUNJUELITO,PARQUE EL TUNAL,AVENIDA BOYACA,CHOQUE,SOLO DANOS,26.0,16.0,18.0,6.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,12,8,6,202,1567.0,542.0,1025.0,0.8567717454757735,0.9065382370110916,0.8174255691768827,1.0,0.9967308814944542,91.54932866316405,144,Prioridad 2 - Auditoría de seguridad vial
4.616,-74.073,64,132,2.0625,SANTA FE,SANTA FE,AVENIDA CARACAS,CHOQUE,SOLO DANOS,10.0,28.0,32.0,62.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,30,2,232,503.0,411.0,92.0,0.9575014594279042,0.9702276707530648,0.7069176882661996,1.0,0.9427904261529481,91.54874489200233,145,Prioridad 2 - Auditoría de seguridad vial
4.672,-74.145,64,132,2.0625,FONTIBON,CENTRO FONTIBON,SIN_NMG,CHOQUE,SOLO DANOS,46.0,18.0,54.0,14.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,32,30,2,232,503.0,411.0,92.0,0.9575014594279042,0.9702276707530648,0.7069176882661996,1.0,0.9427904261529481,91.54874489200233,146,Prioridad 2 - Auditoría de seguridad vial
4.606,-74.142,140,280,2.0,KENNEDY,PROVIVIENDA,AVENIDA BOYACA,CHOQUE,SOLO DANOS,120.0,52.0,66.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,72,66,2,452,96.0,87.0,9.0,0.9904553415061296,0.9943957968476357,0.648598949211909,1.0,0.9427904261529481,91.52481027437244,147,Prioridad 2 - Auditoría de seguridad vial
4.604,-74.075,30,78,2.6,SANTA FE,VERACRUZ,AVENIDA FERNANDO MAZUERA,ATROPELLO,CON HERIDOS,20.0,24.0,16.0,18.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,20,2,158,1232.0,843.0,389.0,0.8785172212492703,0.9265032107413894,0.8236135434909515,1.0,0.9427904261529481,91.42848803269118,148,Prioridad 2 - Auditoría de seguridad vial
4.762,-74.071,68,136,2.0,SUBA,VEREDA SUBA CERROS II,AVENIDA SAN JOSE,CHOQUE,SOLO DANOS,32.0,22.0,34.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,38,26,4,268,472.0,306.0,166.0,0.961646234676007,0.9720081727962638,0.648598949211909,1.0,0.9885872737886748,91.4168126094571,149,Prioridad 2 - Auditoría de seguridad vial
4.589,-74.119,32,80,2.5,ANTONIO NARIÑO,EDUARDO FREY,AVENIDA GENERAL SANTANDER,CHOQUE,CON HERIDOS,14.0,22.0,32.0,12.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,10,20,2,160,1176.0,825.0,351.0,0.8881786339754816,0.9298015178050204,0.809748978400467,1.0,0.9427904261529481,91.41039112667833,150,Prioridad 2 - Auditoría de seguridad vial
4.67,-74.155,44,100,2.272727272727273,FONTIBON,SABANA GRANDE,SIN_NMG,CHOQUE,CON HERIDOS,6.0,28.0,38.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,151,Prioridad 2 - Auditoría de seguridad vial
4.702,-74.108,44,100,2.272727272727273,ENGATIVA,PARIS,SIN_NMG,CHOQUE,CON HERIDOS,14.0,34.0,36.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,152,Prioridad 2 - Auditoría de seguridad vial
4.509,-74.114,44,100,2.272727272727273,USME,GRAN YOMASA,AVENIDA CARACAS,CHOQUE,CON HERIDOS,12.0,42.0,8.0,38.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,24,2,188,821.0,622.0,199.0,0.9251313485113836,0.9512842965557502,0.7512842965557501,1.0,0.9427904261529481,91.40980735551665,153,Prioridad 2 - Auditoría de seguridad vial
4.534,-74.12,60,124,2.066666666666667,USME,EL MOCHUELO ORIENTAL,AVENIDA CARACAS,CHOQUE,SOLO DANOS,22.0,50.0,42.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,30,28,2,220,565.0,465.0,100.0,0.953035610040864,0.9668126094570928,0.7076765907764156,1.0,0.9427904261529481,91.4063047285464,154,Prioridad 2 - Auditoría de seguridad vial
4.594,-74.135,46,102,2.217391304347826,TUNJUELITO,VENECIA,AVENIDA CIUDAD DE QUITO,CHOQUE,CON HERIDOS,10.0,18.0,32.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,20,24,2,190,787.0,608.0,179.0,0.9296555750145943,0.9531523642732049,0.7444833625218914,1.0,0.9427904261529481,91.40163455925277,155,Prioridad 2 - Auditoría de seguridad vial
4.554,-74.137,128,248,1.9375,CIUDAD BOLIVAR,MEXICO,AVENIDA BOYACA,CHOQUE,SOLO DANOS,52.0,82.0,62.0,52.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,78,40,10,528,129.0,59.0,70.0,0.9884121424401635,0.9924401634559252,0.5894045534150613,1.0,0.9995621716287215,91.39638061879744,156,Prioridad 2 - Auditoría de seguridad vial
4.565,-74.146,18,54,3.0,CIUDAD BOLIVAR,LAS ACACIAS,SIN_NMG,ATROPELLO,CON HERIDOS,8.0,8.0,6.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,4,10,4,154,2005.0,879.0,1126.0,0.7842381786339755,0.8798015178050205,0.9134851138353766,1.0,0.9885872737886748,91.32224168126095,157,Prioridad 2 - Auditoría de seguridad vial
4.708,-74.11,156,296,1.8974358974358974,ENGATIVA,BOCHICA II,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,60.0,62.0,80.0,94.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,92,58,6,532,83.0,57.0,26.0,0.9924401634559252,0.9951838879159369,0.5813776999416229,1.0,0.9967308814944542,91.3146526561588,158,Prioridad 2 - Auditoría de seguridad vial
4.615,-74.163,142,270,1.9014084507042253,KENNEDY,CIUDAD KENNEDY SUR,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,SOLO DANOS,104.0,48.0,78.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,86,48,8,526,109.0,62.0,47.0,0.9908347927612376,0.9936368943374198,0.5820782253356684,1.0,0.998861646234676,91.30823117338004,159,Prioridad 2 - Auditoría de seguridad vial
4.613,-74.187,34,78,2.2941176470588234,BOSA,ARGELIA II,SIN_NMG,CHOQUE,SOLO DANOS,20.0,16.0,8.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,14,4,186,1232.0,630.0,602.0,0.8968768242848804,0.9265032107413894,0.7528021015761821,1.0,0.9885872737886748,91.29538820782253,160,Prioridad 2 - Auditoría de seguridad vial
4.611,-74.179,34,78,2.2941176470588234,BOSA,JOSE ANTONIO GALAN,AVENIDA AGOBERTO MEJIA CIFUENTES,CHOQUE,SOLO DANOS,4.0,38.0,20.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,14,4,186,1232.0,630.0,602.0,0.8968768242848804,0.9265032107413894,0.7528021015761821,1.0,0.9885872737886748,91.29538820782253,161,Prioridad 2 - Auditoría de seguridad vial
4.625,-74.098,24,64,2.6666666666666665,PUENTE ARANDA,INDUSTRIAL CENTENARIO,SIN_NMG,CHOQUE,CON HERIDOS,6.0,38.0,10.0,10.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,8,12,4,168,1638.0,762.0,876.0,0.8427904261529481,0.902393461762989,0.8304144775248102,1.0,0.9885872737886748,91.28371278458845,162,Prioridad 2 - Auditoría de seguridad vial
4.689,-74.065,204,380,1.8627450980392157,BARRIOS UNIDOS,ANDES NORTE,AVENIDA ESPANA,CHOQUE,SOLO DANOS,134.0,86.0,72.0,88.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,122,76,6,652,40.0,28.0,12.0,0.9957968476357268,0.9976941039112668,0.5729713952130765,1.0,0.9967308814944542,91.26386456509049,163,Prioridad 2 - Auditoría de seguridad vial
4.594,-74.145,56,116,2.0714285714285716,TUNJUELITO,ISLA DEL SOL,AVENIDA BOYACA,CHOQUE,SOLO DANOS,42.0,28.0,12.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,28,26,2,208,624.0,513.0,111.0,0.9471395213076474,0.9630472854640981,0.7084063047285464,1.0,0.9427904261529481,91.2276707530648,164,Prioridad 2 - Auditoría de seguridad vial
4.558,-74.151,14,46,3.2857142857142856,CIUDAD BOLIVAR,SAN FRANCISCO,SIN_NMG,CHOQUE,CON HERIDOS,6.0,26.0,6.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,2,8,4,142,2425.0,1026.0,1399.0,0.7260070052539405,0.8551663747810858,0.9882953882078225,1.0,0.9885872737886748,91.16112084063047,165,Prioridad 2 - Auditoría de seguridad vial
4.722,-74.097,48,104,2.1666666666666665,SUBA,RINCON DE SUBA,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,14.0,28.0,36.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,24,2,192,754.0,595.0,159.0,0.9338879159369528,0.9551079976649154,0.7261237594862814,1.0,0.9427904261529481,91.15820198482196,166,Prioridad 2 - Auditoría de seguridad vial
4.742,-74.113,20,60,3.0,SUBA,LA GAITANA,SIN_NMG,CHOQUE,CON HERIDOS,12.0,6.0,18.0,24.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,2,16,2,132,1796.0,1146.0,650.0,0.8069468768242849,0.8931406888499708,0.9134851138353766,1.0,0.9427904261529481,91.1272621132516,167,Prioridad 2 - Auditoría de seguridad vial
4.618,-74.088,56,112,2.0,PUENTE ARANDA,ESTACION CENTRAL,AVENIDA CIUDAD DE LIMA,CHOQUE,SOLO DANOS,22.0,22.0,34.0,34.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,12,8,296,659.0,242.0,417.0,0.9471395213076474,0.961004086398132,0.648598949211909,1.0,0.998861646234676,91.11208406304728,168,Prioridad 2 - Auditoría de seguridad vial
4.669,-74.08,36,84,2.3333333333333335,BARRIOS UNIDOS,SAN FERNANDO,AVENIDA GABRIEL ANDRADE,CHOQUE,CON HERIDOS,28.0,10.0,24.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,20,2,164,1094.0,794.0,300.0,0.9043490951546994,0.9348511383537653,0.7728838295388207,1.0,0.9427904261529481,91.09748978400468,169,Prioridad 2 - Auditoría de seguridad vial
4.631,-74.147,36,84,2.3333333333333335,KENNEDY,MANDALAY,AVENIDA DE LAS AMERICAS,CHOQUE,CON HERIDOS,20.0,20.0,18.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,20,2,164,1094.0,794.0,300.0,0.9043490951546994,0.9348511383537653,0.7728838295388207,1.0,0.9427904261529481,91.09748978400468,170,Prioridad 2 - Auditoría de seguridad vial
4.592,-74.083,36,84,2.3333333333333335,SANTA FE,SAN BERNARDINO,AVENIDA FERNANDO MAZUERA,ATROPELLO,CON HERIDOS,24.0,16.0,18.0,26.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,14,20,2,164,1094.0,794.0,300.0,0.9043490951546994,0.9348511383537653,0.7728838295388207,1.0,0.9427904261529481,91.09748978400468,171,Prioridad 2 - Auditoría de seguridad vial
4.59,-74.169,40,92,2.3,CIUDAD BOLIVAR,BARLOVENTO,SIN_NMG,CHOQUE,CON HERIDOS,10.0,42.0,8.0,32.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,16,22,2,176,949.0,713.0,236.0,0.9147110332749562,0.9438412142440163,0.7531523642732049,1.0,0.9427904261529481,91.0899007589025,172,Prioridad 2 - Auditoría de seguridad vial
4.511,-74.115,42,94,2.238095238095238,USME,LA ANDREA,SIN_NMG,CHOQUE,CON HERIDOS,18.0,26.0,30.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,18,22,2,178,914.0,690.0,224.0,0.9201984821949796,0.9457092819614711,0.7457092819614711,1.0,0.9427904261529481,91.0881494454174,173,Prioridad 2 - Auditoría de seguridad vial
4.639,-74.158,116,220,1.896551724137931,KENNEDY,MARIA PAZ,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,38.0,82.0,34.0,66.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,70,40,6,420,170.0,107.0,63.0,0.9857851722124927,0.9900175131348511,0.5812901342673672,1.0,0.9967308814944542,91.07647402218329,174,Prioridad 2 - Auditoría de seguridad vial
