LAT_ZONA,LON_ZONA,cantidad_siniestros,criticidad_total,criticidad_promedio,localidad_predominante,barrio_predominante,via_predominante,clase_predominante,gravedad_predominante,criticidad_2016,criticidad_2017,criticidad_2018,criticidad_2019,anios_activos,tipo_hotspot,prioridad_intervencion,siniestros_solo_danos,siniestros_con_heridos,siniestros_con_muertos,criticidad_fatalidad_alta,rank_base,rank_fatalidad_alta,variacion_ranking_fatalidad,score_volumen,score_criticidad_total,score_severidad_promedio,score_persistencia,score_fatalidad,IPI,rank_IPI,prioridad_IPI,rank_criticidad_total,rank_volumen,rank_muertes,familia_analitica
4.615,-74.163,142,270,1.9014084507042253,KENNEDY,CIUDAD KENNEDY SUR,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,SOLO DANOS,104.0,48.0,78.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,86,48,8,526,109.0,62.0,47.0,0.9908347927612376,0.9936368943374198,0.5820782253356684,1.0,0.998861646234676,91.30823117338004,159,Prioridad 2 - Auditoría de seguridad vial,109,155,17,Hotspot robusto integral
4.583,-74.159,74,154,2.081081081081081,CIUDAD BOLIVAR,EL ENSUENO,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,44.0,28.0,20.0,62.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,36,2,266,355.0,309.0,46.0,0.9675423234092236,0.9790426152948044,0.7104786923525978,1.0,0.9427904261529481,91.99708114419147,125,Prioridad 2 - Auditoría de seguridad vial,357,545,361,Hotspot preventivo prioritario
4.72,-74.095,108,228,2.111111111111111,SUBA,RINCON ALTAMAR,SIN_NMG,CHOQUE,CON HERIDOS,38.0,64.0,70.0,56.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,52,52,4,412,159.0,113.0,46.0,0.9832749562171629,0.9906596614127262,0.7155283129013427,1.0,0.9885872737886748,93.56100408639814,40,Prioridad 1 - Intervención prioritaria,160,283,106,Hotspot robusto integral
4.598,-74.181,70,118,1.6857142857142857,BOSA,GUALOCHE,SIN_NMG,CHOQUE,SOLO DANOS,16.0,30.0,28.0,44.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,48,20,2,198,605.0,559.0,46.0,0.963543490951547,0.9642440163455925,0.5119381202568594,1.0,0.9427904261529481,87.65032107413894,548,Seguimiento,611,619,632,Seguimiento
4.6,-74.089,110,222,2.018181818181818,LOS MARTIRES,LA ESTANZUELA,AVENIDA DE LOS COMUNEROS,CHOQUE,SOLO DANOS,40.0,76.0,54.0,52.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,58,48,4,398,166.0,122.0,44.0,0.9840046701692936,0.9902802101576182,0.7034442498540572,1.0,0.9885872737886748,93.32632807939288,50,Prioridad 1 - Intervención prioritaria,166,269,109,Hotspot robusto integral
4.664,-74.14,140,232,1.6571428571428573,FONTIBON,EL TINTAL CENTRAL,SIN_NMG,CHOQUE,SOLO DANOS,78.0,42.0,46.0,66.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,100,34,6,420,151.0,107.0,44.0,0.9904553415061296,0.9910974897840047,0.45575014594279045,1.0,0.9967308814944542,88.68067717454757,408,Prioridad 3 - Monitoreo y gestión preventiva,152,164,69,Hotspot de carga acumulada
4.742,-74.09,82,178,2.1707317073170733,SUBA,LAS FLORES,AVENIDA TRANSVERSAL DE SUBA,CHOQUE,CON HERIDOS,40.0,70.0,48.0,20.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,44,2,306,270.0,227.0,43.0,0.9723000583771162,0.9841214244016345,0.7268534734384121,1.0,0.9427904261529481,92.52130764740222,82,Prioridad 2 - Auditoría de seguridad vial,270,469,331,Hotspot preventivo prioritario
4.683,-74.123,78,146,1.8717948717948718,FONTIBON,SANTA CECILIA,AVENIDA JORGE ELIECER GAITAN,CHOQUE,SOLO DANOS,32.0,38.0,36.0,40.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,30,2,246,396.0,353.0,43.0,0.97025685931115,0.9764448336252189,0.5737302977232924,1.0,0.9427904261529481,89.26444833625219,335,Prioridad 3 - Monitoreo y gestión preventiva,400,503,477,Hotspot preventivo prioritario
4.704,-74.103,72,120,1.6666666666666667,ENGATIVA,PARIS,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,22.0,10.0,52.0,36.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,50,20,2,200,591.0,548.0,43.0,0.9656158785755984,0.9651780502043199,0.48362521891418564,1.0,0.9427904261529481,87.14419147694103,597,Seguimiento,594,583,669,Seguimiento
4.628,-74.112,80,148,1.85,PUENTE ARANDA,SALAZAR GOMEZ,AVENIDA DE LAS AMERICAS,CHOQUE,SOLO DANOS,16.0,38.0,50.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,30,2,248,386.0,343.0,43.0,0.9714535901926444,0.9772621132516054,0.5641856392294221,1.0,0.9427904261529481,89.1138353765324,359,Prioridad 3 - Monitoreo y gestión preventiva,387,484,499,Hotspot preventivo prioritario
4.645,-74.069,84,176,2.0952380952380953,TEUSAQUILLO,BANCO CENTRAL,SIN_NMG,CHOQUE,CON HERIDOS,52.0,58.0,22.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,42,2,300,277.0,234.0,43.0,0.9733508464681845,0.9837127845884414,0.7131932282545242,1.0,0.9427904261529481,92.26094570928197,104,Prioridad 2 - Auditoría de seguridad vial,277,448,348,Hotspot preventivo prioritario
4.7,-74.097,84,176,2.0952380952380953,ENGATIVA,LA GRANJA,AVENIDA MEDELLIN,CHOQUE,CON HERIDOS,40.0,34.0,36.0,66.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,42,2,300,277.0,234.0,43.0,0.9733508464681845,0.9837127845884414,0.7131932282545242,1.0,0.9427904261529481,92.26094570928197,105,Prioridad 2 - Auditoría de seguridad vial,278,449,349,Hotspot preventivo prioritario
4.664,-74.061,112,216,1.9285714285714286,CHAPINERO,PORCIUNCULA,AVENIDA CARACAS,CHOQUE,SOLO DANOS,58.0,66.0,48.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,64,44,4,384,179.0,137.0,42.0,0.9847343841214244,0.9895213076474022,0.5878575598365441,1.0,0.9885872737886748,91.01401050788091,179,Prioridad 2 - Auditoría de seguridad vial,179,257,142,Hotspot robusto integral
4.619,-74.123,78,150,1.9230769230769231,PUENTE ARANDA,GALAN,SIN_NMG,CHOQUE,SOLO DANOS,18.0,34.0,50.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,44,32,2,254,373.0,331.0,42.0,0.97025685931115,0.9779334500875657,0.5869819030939871,1.0,0.9427904261529481,89.55925277291301,311,Prioridad 3 - Monitoreo y gestión preventiva,375,502,461,Hotspot preventivo prioritario
4.623,-74.066,66,106,1.606060606060606,SANTA FE,PARQUE NACIONAL,AVENIDA ALBERTO LLERAS CAMARGO,CHOQUE,SOLO DANOS,30.0,8.0,30.0,38.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,48,16,2,178,731.0,690.0,41.0,0.9596614127262113,0.9567425569176883,0.4475773496789259,1.0,0.9427904261529481,86.13543490951547,714,Seguimiento,735,680,755,Seguimiento
4.607,-74.098,172,260,1.5116279069767442,PUENTE ARANDA,PENSILVANIA,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,46.0,54.0,52.0,108.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,136,28,8,476,118.0,78.0,40.0,0.9939579684763573,0.9931406888499709,0.4201401050788091,1.0,0.998861646234676,88.12200817279626,489,Prioridad 3 - Monitoreo y gestión preventiva,118,102,22,Hotspot de carga acumulada
4.555,-74.138,138,258,1.8695652173913044,CIUDAD BOLIVAR,MEXICO,AVENIDA BOYACA,CHOQUE,SOLO DANOS,78.0,42.0,46.0,92.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,84,48,6,474,120.0,80.0,40.0,0.9900175131348511,0.9930239346176299,0.5734384121424402,1.0,0.9967308814944542,91.0642148277875,176,Prioridad 2 - Auditoría de seguridad vial,120,168,54,Hotspot robusto integral
4.725,-74.05,116,208,1.793103448275862,USAQUEN,LOS CEDROS,AVENIDA PASEO DE LOS LIBERTADORES,CHOQUE,SOLO DANOS,36.0,28.0,50.0,94.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,74,38,4,364,191.0,152.0,39.0,0.9857851722124927,0.9887624051371863,0.5355516637478108,1.0,0.9885872737886748,89.97373029772329,275,Prioridad 3 - Monitoreo y gestión preventiva,191,242,179,Hotspot de carga acumulada
4.615,-74.162,78,154,1.9743589743589745,KENNEDY,CIUDAD KENNEDY SUR,SIN_NMG,CHOQUE,SOLO DANOS,14.0,40.0,52.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,42,34,2,262,355.0,316.0,39.0,0.97025685931115,0.9790426152948044,0.5934325744308231,1.0,0.9427904261529481,89.71044950379451,300,Prioridad 3 - Monitoreo y gestión preventiva,359,501,455,Hotspot preventivo prioritario
4.572,-74.151,86,182,2.116279069767442,CIUDAD BOLIVAR,ARBORIZADORA BAJA,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,CON HERIDOS,52.0,56.0,32.0,42.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,40,44,2,310,255.0,217.0,38.0,0.9745475773496789,0.9849678925861063,0.7175715119673088,1.0,0.9427904261529481,92.39754816112085,90,Prioridad 2 - Auditoría de seguridad vial,255,428,337,Hotspot preventivo prioritario
4.652,-74.078,146,222,1.5205479452054795,BARRIOS UNIDOS,BENJAMIN HERRERA,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,32.0,50.0,62.0,78.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,114,26,6,394,166.0,128.0,38.0,0.9913018096906013,0.9902802101576182,0.42084063047285464,1.0,0.9967308814944542,87.98307063631057,508,Seguimiento,167,149,74,Hotspot de carga acumulada
4.506,-74.114,78,138,1.7692307692307692,USME,EL VIRREY,AVENIDA CARACAS,CHOQUE,SOLO DANOS,34.0,18.0,70.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,50,26,2,230,456.0,418.0,38.0,0.97025685931115,0.9730005837711617,0.5328955049620548,1.0,0.9427904261529481,88.3788674839463,451,Prioridad 3 - Monitoreo y gestión preventiva,461,505,569,Hotspot preventivo prioritario
4.687,-74.095,152,316,2.0789473684210527,ENGATIVA,BONANZA,AVENIDA BOYACA,CHOQUE,SOLO DANOS,90.0,84.0,66.0,76.0,4,Hotspot severo,Prioridad 1 - Revisión urgente por severidad,82,58,12,672,63.0,25.0,38.0,0.9919147694103911,0.9963514302393461,0.7103911266783421,1.0,0.9998248686514886,93.96964389959136,29,Prioridad 1 - Intervención prioritaria,63,138,4,Hotspot robusto integral
4.655,-74.141,120,184,1.5333333333333334,KENNEDY,EL TINTAL IV,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,64.0,32.0,68.0,20.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,92,24,4,312,249.0,212.0,37.0,0.9868067717454758,0.9853765323992995,0.4231757151196731,1.0,0.9885872737886748,87.67892586106247,542,Seguimiento,250,226,235,Seguimiento
4.721,-74.075,154,254,1.6493506493506493,SUBA,NIZA SUBA,AVENIDA BOYACA,CHOQUE,SOLO DANOS,94.0,56.0,78.0,26.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,110,38,6,450,126.0,89.0,37.0,0.9921190893169878,0.9926444833625219,0.45537069468768243,1.0,0.9967308814944542,88.73730297723291,398,Prioridad 3 - Monitoreo y gestión preventiva,127,136,68,Hotspot de carga acumulada
4.747,-74.065,70,114,1.6285714285714286,SUBA,GILMAR,AVENIDA BOYACA,CHOQUE,SOLO DANOS,54.0,20.0,26.0,14.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,50,18,2,190,645.0,608.0,37.0,0.963543490951547,0.962025685931115,0.4531231757151197,1.0,0.9427904261529481,86.42965557501458,676,Seguimiento,650,620,730,Seguimiento
4.631,-74.167,132,276,2.090909090909091,KENNEDY,DINTALITO,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,64.0,62.0,82.0,68.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,66,60,6,516,102.0,65.0,37.0,0.9889083479276124,0.9940455341506129,0.7121132516053706,1.0,0.9967308814944542,93.83596030356101,32,Prioridad 1 - Intervención prioritaria,103,190,35,Hotspot robusto integral
4.614,-74.14,88,168,1.9090909090909092,KENNEDY,PROVIVIENDA,AVENIDA BOYACA,CHOQUE,SOLO DANOS,50.0,38.0,50.0,30.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,50,36,2,280,306.0,271.0,35.0,0.9758026853473438,0.982019848219498,0.5838879159369527,1.0,0.9427904261529481,89.69001751313485,301,Prioridad 3 - Monitoreo y gestión preventiva,307,406,456,Hotspot preventivo prioritario
4.614,-74.175,124,228,1.8387096774193548,KENNEDY,CLASS,AVENIDA AGOBERTO MEJIA CIFUENTES,CHOQUE,SOLO DANOS,46.0,82.0,52.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,76,44,4,396,159.0,124.0,35.0,0.9876532399299475,0.9906596614127262,0.5625510799766491,1.0,0.9885872737886748,90.58902510215997,221,Prioridad 3 - Monitoreo y gestión preventiva,161,209,159,Hotspot de carga acumulada
4.676,-74.064,60,76,1.2666666666666666,BARRIOS UNIDOS,LA PATRIA,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,20.0,12.0,20.0,24.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,54,4,2,124,1289.0,1254.0,35.0,0.953035610040864,0.923292469352014,0.3148861646234676,1.0,0.9427904261529481,82.68009340338587,989,Seguimiento,1305,798,997,Seguimiento
4.671,-74.126,120,168,1.4,FONTIBON,MODELIA OCCIDENTAL,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,32.0,38.0,74.0,24.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,100,16,4,280,306.0,271.0,35.0,0.9868067717454758,0.982019848219498,0.3613543490951547,1.0,0.9885872737886748,86.37536485697608,683,Seguimiento,309,227,256,Seguimiento
4.648,-74.105,66,94,1.4242424242424243,TEUSAQUILLO,CIUDAD SALITRE SUR-ORIENTAL,AVENIDA LUIS CARLOS GALAN,CHOQUE,SOLO DANOS,8.0,26.0,44.0,16.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,54,10,2,154,914.0,879.0,35.0,0.9596614127262113,0.9457092819614711,0.3730005837711617,1.0,0.9427904261529481,84.42323409223584,890,Seguimiento,922,681,913,Seguimiento
4.696,-74.126,124,232,1.8709677419354838,ENGATIVA,AEROPUERTO EL DORADO,AVENIDA JOSE CELESTINO MUTIS,CHOQUE,SOLO DANOS,68.0,38.0,56.0,70.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,74,46,4,404,151.0,117.0,34.0,0.9876532399299475,0.9910974897840047,0.573671920607122,1.0,0.9885872737886748,90.820198482195,199,Prioridad 2 - Auditoría de seguridad vial,151,208,146,Hotspot robusto integral
4.598,-74.107,76,124,1.631578947368421,ANTONIO NARIÑO,LA FRAGUA,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,30.0,18.0,34.0,42.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,54,20,2,204,565.0,531.0,34.0,0.9689433741973147,0.9668126094570928,0.4535026269702277,1.0,0.9427904261529481,86.64098073555166,664,Seguimiento,569,530,723,Seguimiento
4.628,-74.11,88,196,2.227272727272727,PUENTE ARANDA,SALAZAR GOMEZ,AVENIDA DE LAS AMERICAS,CHOQUE,CON HERIDOS,0.0,78.0,46.0,72.0,3,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,36,50,2,336,213.0,180.0,33.0,0.9758026853473438,0.9874489200233508,0.7449503794512551,0.75,0.9427904261529481,88.01984821949794,498,Prioridad 3 - Monitoreo y gestión preventiva,216,408,596,Hotspot preventivo prioritario
4.567,-74.143,88,172,1.9545454545454546,CIUDAD BOLIVAR,EL CHIRCAL SUR,AVENIDA CIUDAD DE VILLAVICENCIO,CHOQUE,SOLO DANOS,108.0,24.0,32.0,8.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,38,2,288,291.0,258.0,33.0,0.9758026853473438,0.9828663164039696,0.591768826619965,1.0,0.9427904261529481,89.86456509048452,280,Prioridad 3 - Monitoreo y gestión preventiva,291,405,442,Hotspot preventivo prioritario
4.577,-74.141,134,290,2.1641791044776117,TUNJUELITO,MUZU,AVENIDA BOYACA,CHOQUE,CON HERIDOS,62.0,88.0,68.0,72.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,62,66,6,542,87.0,55.0,32.0,0.9891418563922942,0.9949503794512551,0.7253940455341507,1.0,0.9967308814944542,94.12434325744307,19,Prioridad 1 - Intervención prioritaria,87,186,34,Hotspot robusto integral
4.615,-74.136,98,206,2.1020408163265305,KENNEDY,PROVIVIENDA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,36.0,40.0,82.0,48.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,50,2,346,197.0,165.0,32.0,0.9802101576182136,0.9884413309982487,0.713543490951547,1.0,0.9427904261529481,92.49970811441915,84,Prioridad 2 - Auditoría de seguridad vial,199,334,332,Hotspot robusto integral
4.576,-74.12,92,236,2.5652173913043477,RAFAEL URIBE URIBE,QUIROGA SUR,AVENIDA CARACAS,ATROPELLO,CON HERIDOS,58.0,38.0,46.0,94.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,22,68,2,412,144.0,113.0,31.0,0.9781377699941622,0.9915061295971979,0.8193812025685931,1.0,0.9427904261529481,94.63631056625802,8,Prioridad 1 - Intervención prioritaria,144,369,308,Hotspot robusto integral
4.616,-74.09,78,126,1.6153846153846154,PUENTE ARANDA,ESTACION CENTRAL,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,18.0,26.0,36.0,46.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,56,20,2,206,551.0,523.0,28.0,0.97025685931115,0.9675131348511383,0.44979568009340337,1.0,0.9427904261529481,86.6071220081728,666,Seguimiento,553,506,724,Seguimiento
4.667,-74.075,84,152,1.8095238095238095,BARRIOS UNIDOS,DOCE DE OCTUBRE,AVENIDA CIUDAD DE QUITO,CHOQUE,SOLO DANOS,42.0,46.0,48.0,16.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,52,30,2,252,366.0,338.0,28.0,0.9733508464681845,0.9785172212492703,0.5569176882661997,1.0,0.9427904261529481,89.03152364273205,365,Prioridad 3 - Monitoreo y gestión preventiva,369,451,501,Hotspot preventivo prioritario
4.646,-74.151,130,218,1.676923076923077,KENNEDY,TINTALA,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,68.0,36.0,50.0,64.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,90,36,4,370,175.0,148.0,27.0,0.98861646234676,0.989754816112084,0.5114419147694104,1.0,0.9885872737886748,89.56800934033859,310,Prioridad 3 - Monitoreo y gestión preventiva,175,195,190,Hotspot de carga acumulada
4.614,-74.136,98,202,2.061224489795918,KENNEDY,PROVIVIENDA,AVENIDA PRIMERO DE MAYO,CHOQUE,CON HERIDOS,36.0,54.0,52.0,60.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,48,2,338,204.0,177.0,27.0,0.9802101576182136,0.988091068301226,0.706830122591944,1.0,0.9427904261529481,92.35843549328663,93,Prioridad 2 - Auditoría de seguridad vial,204,335,340,Hotspot preventivo prioritario
4.708,-74.11,156,296,1.8974358974358974,ENGATIVA,BOCHICA II,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,60.0,62.0,80.0,94.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,92,58,6,532,83.0,57.0,26.0,0.9924401634559252,0.9951838879159369,0.5813776999416229,1.0,0.9967308814944542,91.3146526561588,158,Prioridad 2 - Auditoría de seguridad vial,84,127,50,Hotspot robusto integral
4.663,-74.139,164,220,1.3414634146341464,FONTIBON,EL TINTAL CENTRAL,AVENIDA CENTENARIO,CHOQUE,SOLO DANOS,40.0,44.0,56.0,80.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,142,16,6,372,170.0,145.0,25.0,0.9933158201984822,0.9900175131348511,0.3418855808523059,1.0,0.9967308814944542,86.43899591360187,675,Seguimiento,173,115,83,Hotspot de carga acumulada
4.573,-74.139,158,334,2.1139240506329116,TUNJUELITO,PARQUE EL TUNAL,AVENIDA MARISCAL SUCRE,CHOQUE,SOLO DANOS,58.0,86.0,90.0,100.0,4,Hotspot severo,Prioridad 1 - Revisión urgente por severidad,78,72,8,638,58.0,33.0,25.0,0.9927320490367776,0.9966725043782837,0.7174547577349679,1.0,0.998861646234676,94.11441914769411,21,Prioridad 1 - Intervención prioritaria,58,125,13,Hotspot robusto integral
4.629,-74.122,198,326,1.6464646464646464,PUENTE ARANDA,LUSITANIA,AVENIDA DE LAS AMERICAS,CHOQUE,SOLO DANOS,64.0,76.0,82.0,104.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,144,44,10,614,61.0,37.0,24.0,0.9955049620548745,0.9964973730297724,0.45522475189725625,1.0,0.9995621716287215,88.9357851722125,381,Prioridad 3 - Monitoreo y gestión preventiva,61,77,10,Hotspot de carga acumulada
4.597,-74.175,84,144,1.7142857142857142,BOSA,CEMENTERIO JARDINES APOGEO,AVENIDA DEL SUR,CHOQUE,SOLO DANOS,32.0,28.0,56.0,28.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,56,26,2,236,414.0,390.0,24.0,0.9733508464681845,0.9754816112084063,0.5166374781085814,1.0,0.9427904261529481,88.1652072387624,471,Prioridad 3 - Monitoreo y gestión preventiva,418,453,579,Hotspot preventivo prioritario
4.604,-74.08,106,214,2.018867924528302,SANTA FE,VOTO NACIONAL,AVENIDA CARACAS,CHOQUE,SOLO DANOS,58.0,58.0,48.0,50.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,54,50,2,354,183.0,159.0,24.0,0.9826911850554583,0.9893169877408056,0.7035026269702277,1.0,0.9427904261529481,92.36602451838878,91,Prioridad 2 - Auditoría de seguridad vial,183,294,338,Hotspot robusto integral
4.532,-74.121,94,194,2.0638297872340425,USME,EL MOCHUELO ORIENTAL,AVENIDA CARACAS,CHOQUE,CON HERIDOS,22.0,56.0,26.0,90.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,46,46,2,326,220.0,196.0,24.0,0.9788674839462931,0.9870986573263281,0.7070052539404553,1.0,0.9427904261529481,92.3152364273205,100,Prioridad 2 - Auditoría de seguridad vial,221,360,346,Hotspot preventivo prioritario
4.576,-74.132,88,152,1.7272727272727273,TUNJUELITO,PARQUE EL TUNAL,AVENIDA MARISCAL SUCRE,CHOQUE,SOLO DANOS,30.0,22.0,36.0,64.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,58,28,2,248,366.0,343.0,23.0,0.9758026853473438,0.9785172212492703,0.5196438995913601,1.0,0.9427904261529481,88.33508464681844,457,Prioridad 3 - Monitoreo y gestión preventiva,370,407,572,Hotspot preventivo prioritario
4.597,-74.085,136,272,2.0,LOS MARTIRES,LA ESTANZUELA,AVENIDA DE LOS COMUNEROS,CHOQUE,SOLO DANOS,88.0,80.0,60.0,44.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,72,60,4,472,106.0,83.0,23.0,0.989492119089317,0.9938120256859311,0.648598949211909,1.0,0.9885872737886748,92.40980735551665,89,Prioridad 2 - Auditoría de seguridad vial,106,178,119,Hotspot robusto integral
4.706,-74.108,206,374,1.8155339805825244,ENGATIVA,QUIRIGUA II,AVENIDA MEDELLIN,CHOQUE,SOLO DANOS,116.0,88.0,88.0,82.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,132,64,10,702,42.0,19.0,23.0,0.995942790426153,0.9975773496789259,0.5575598365440747,1.0,0.9995621716287215,91.01284296555751,180,Prioridad 2 - Auditoría de seguridad vial,42,69,9,Hotspot robusto integral
4.632,-74.138,84,148,1.7619047619047619,KENNEDY,LAS DOS AVENIDAS,AVENIDA BOYACA,CHOQUE,SOLO DANOS,64.0,12.0,50.0,22.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,54,28,2,244,386.0,364.0,22.0,0.9733508464681845,0.9772621132516054,0.5316112084063047,1.0,0.9427904261529481,88.50029188558086,436,Prioridad 3 - Monitoreo y gestión preventiva,388,452,555,Hotspot preventivo prioritario
4.579,-74.107,104,204,1.9615384615384615,RAFAEL URIBE URIBE,OLAYA,SIN_NMG,CHOQUE,SOLO DANOS,62.0,28.0,38.0,76.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,56,46,2,336,202.0,180.0,22.0,0.982282545242265,0.9882370110916521,0.5925861062463514,1.0,0.9427904261529481,90.11792177466432,251,Prioridad 3 - Monitoreo y gestión preventiva,202,304,427,Hotspot preventivo prioritario
4.642,-74.134,70,110,1.5714285714285714,KENNEDY,VILLA ALSACIA II,AVENIDA BOYACA,CHOQUE,SOLO DANOS,12.0,14.0,52.0,32.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,52,16,2,182,680.0,659.0,21.0,0.963543490951547,0.9595738470519556,0.43537653239929947,1.0,0.9427904261529481,86.02568593111499,724,Seguimiento,687,622,762,Seguimiento
4.637,-74.16,104,220,2.1153846153846154,KENNEDY,MARIA PAZ,AVENIDA CIUDAD DE CALI,CHOQUE,CON HERIDOS,64.0,32.0,60.0,64.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,54,2,368,170.0,149.0,21.0,0.982282545242265,0.9900175131348511,0.7175131348511383,1.0,0.9427904261529481,92.65207238762405,77,Prioridad 2 - Auditoría de seguridad vial,171,302,327,Hotspot robusto integral
4.742,-74.098,96,196,2.0416666666666665,SUBA,COSTA AZUL,AVENIDA CIUDAD DE CALI,CHOQUE,SOLO DANOS,50.0,48.0,24.0,74.0,4,Hotspot persistente con severidad media-alta,Prioridad 2 - Auditoría de seguridad vial,48,46,2,328,213.0,192.0,21.0,0.9795096322241681,0.9874489200233508,0.704553415061296,1.0,0.9427904261529481,92.28604786923526,102,Prioridad 2 - Auditoría de seguridad vial,213,348,347,Hotspot preventivo prioritario
4.699,-74.052,70,110,1.5714285714285714,USAQUEN,SANTA BARBARA OCCIDENTAL,AVENIDA PEPE SIERRA,CHOQUE,SOLO DANOS,14.0,44.0,24.0,28.0,4,Hotspot exploratorio,Prioridad 3 - Seguimiento,52,16,2,182,680.0,659.0,21.0,0.963543490951547,0.9595738470519556,0.43537653239929947,1.0,0.9427904261529481,86.02568593111499,723,Seguimiento,686,621,761,Seguimiento
