lat_grid,lon_grid,rank_IPI_base,IPI_base,cantidad_siniestros_base,siniestros_con_muertos_base,criticidad_total_base,familia_analitica_base,localidad_modal_base,rank_IPI_rec,IPI_rec,cantidad_siniestros_rec,siniestros_con_muertos_rec,criticidad_total_rec,familia_analitica_rec,localidad_modal_rec,en_top50_base,en_top200_base,en_top500_base,en_top200_rec,en_top500_rec,categoria_persistencia,sensible_fatalidad,n_siniestros_zona,condicion_predominante,pct_conductor,pct_motociclista,pct_pasajero,pct_peaton,pct_ciclista,cobertura_actor_pct,hhi_actor,vehiculo_predominante,pct_automovil,pct_motocicleta,pct_camioneta,pct_bus,pct_bicicleta,cobertura_vehiculo_pct,hhi_vehiculo,causa_top1,causa_top1_pct,causa_top2,causa_top2_pct,causa_top3,causa_top3_pct,cobertura_causa_pct,hhi_causa,rank_IPI_rec_top200,IPI_rec_top200,familia_top200,tipo_intervencion
4.683,-74.123,335.0,89.26444833625219,78.0,2.0,146.0,Hotspot preventivo prioritario,FONTIBON,164.0,90.57166281583066,16.0,2.0,34.0,Hotspot robusto integral,FONTIBON,False,False,True,True,True,Emergente,True,16.0,CONDUCTOR,96.4,3.6,0.0,0.0,0.0,100.0,9311.2,AUTOMOVIL,57.1,7.1,10.7,17.9,0.0,100.0,3801.0,NO MANTENER DISTANCIA DE SEGURIDAD,45.8,OTRA,20.8,TRANSITAR POR VIAS PROHIBIDAS,12.5,100.0,2916.7,164.0,90.57166281583066,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.688,-74.083,1980.0,76.20023350846468,70.0,0.0,110.0,Seguimiento,ENGATIVA,165.0,90.57166281583063,17.0,2.0,35.0,Hotspot robusto integral,ENGATIVA,False,False,False,True,True,Emergente,True,17.0,CONDUCTOR,75.0,9.1,15.9,0.0,0.0,100.0,5960.7,AUTOMOVIL,51.4,16.2,13.5,5.4,0.0,100.0,3294.4,NO MANTENER DISTANCIA DE SEGURIDAD,68.2,EMBRIAGUEZ O DROGA,13.6,ADELANTAR CERRANDO,9.1,100.0,4958.7,165.0,90.57166281583063,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.619,-74.183,1244.0,80.00175131348512,26.0,0.0,62.0,Seguimiento,BOSA,166.0,90.56122829246478,10.0,2.0,26.0,Hotspot robusto integral,BOSA,False,False,False,True,True,Emergente,True,10.0,CONDUCTOR,67.9,17.9,10.7,0.0,3.6,100.0,5051.0,MOTOCICLETA,12.0,32.0,20.0,12.0,8.0,100.0,2032.0,SEMÁFORO EN ROJO,35.3,NO MANTENER DISTANCIA DE SEGURIDAD,23.5,ADELANTAR CERRANDO,17.6,100.0,2456.7,166.0,90.56122829246478,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.595,-74.138,53.0,93.17046117921774,72.0,8.0,152.0,Hotspot de severidad/fatalidad,TUNJUELITO,168.0,90.54632183051352,41.0,2.0,81.0,Hotspot robusto integral,KENNEDY,False,True,True,True,True,Persistente,True,41.0,CONDUCTOR,73.7,10.1,9.1,5.1,2.0,100.0,5651.5,AUTOMOVIL,38.8,14.1,10.6,11.8,2.4,100.0,2060.9,NO MANTENER DISTANCIA DE SEGURIDAD,33.3,OTRA,25.0,ADELANTAR CERRANDO,18.1,97.6,2191.4,168.0,90.54632183051352,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.511,-74.115,173.0,91.0881494454174,42.0,2.0,94.0,Hotspot preventivo prioritario,USME,169.0,90.50234776775731,10.0,1.0,28.0,Hotspot robusto integral,USME,False,True,True,True,True,Persistente,True,10.0,CONDUCTOR,61.9,4.8,14.3,4.8,14.3,100.0,4285.7,BUS,13.3,6.7,0.0,33.3,26.7,100.0,2444.4,PONER EN MARCHA UN VEHICULO SIN PRECAUCIONES,37.5,OTRA,18.8,ADELANTAR CERRANDO,18.8,100.0,2343.8,169.0,90.50234776775731,Hotspot robusto integral,MANIOBRA_PELIGROSA
4.598,-74.084,97.0,92.32282545242263,62.0,2.0,138.0,Hotspot preventivo prioritario,SANTA FE,169.0,90.50234776775731,10.0,1.0,28.0,Hotspot robusto integral,LOS MARTIRES,False,True,True,True,True,Persistente,True,10.0,PEATON,38.1,19.0,0.0,38.1,4.8,100.0,3288.0,CAMIONETA,7.7,30.8,46.2,0.0,15.4,100.0,3372.8,DESOBEDECER SEÑALES,46.2,NO MANTENER DISTANCIA DE SEGURIDAD,23.1,CRUZAR SIN OBSERVAR,7.7,70.0,2899.4,169.0,90.50234776775731,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.613,-74.176,1978.0,76.20607122008171,96.0,0.0,144.0,Seguimiento,KENNEDY,173.0,90.44272191995228,19.0,1.0,39.0,Hotspot robusto integral,KENNEDY,False,False,False,True,True,Emergente,True,19.0,CONDUCTOR,64.4,13.3,15.6,2.2,4.4,100.0,4597.5,AUTOMOVIL,37.8,21.6,8.1,13.5,8.1,100.0,2330.2,ADELANTAR CERRANDO,27.3,NO MANTENER DISTANCIA DE SEGURIDAD,27.3,SEMÁFORO EN ROJO,24.2,89.5,2194.7,173.0,90.44272191995228,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.585,-74.137,2501.0,74.723292469352,20.0,0.0,40.0,Seguimiento,TUNJUELITO,174.0,90.38086010285456,12.0,2.0,28.0,Hotspot robusto integral,TUNJUELITO,False,False,False,True,True,Emergente,True,12.0,CONDUCTOR,78.3,4.3,4.3,0.0,13.0,100.0,6332.7,BUS,22.7,9.1,9.1,27.3,9.1,100.0,1735.5,ADELANTAR CERRANDO,38.9,OTRA,22.2,ADELANTAR INVADIENDO VIA,5.6,100.0,2222.2,174.0,90.38086010285456,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.594,-74.134,2644.0,74.18096906012843,22.0,0.0,54.0,Seguimiento,TUNJUELITO,174.0,90.38086010285456,12.0,2.0,28.0,Hotspot robusto integral,TUNJUELITO,False,False,False,True,True,Emergente,True,12.0,CONDUCTOR,67.9,14.3,10.7,0.0,7.1,100.0,4974.5,CAMIONETA,16.7,16.7,16.7,12.5,16.7,100.0,1423.6,ADELANTAR CERRANDO,23.8,OTRA,23.8,TRANSITAR DISTANTE DE LA ACERA U ORILLA DE LA CALZ,14.3,100.0,1746.0,174.0,90.38086010285456,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.506,-74.148,12543.0,40.75131348511383,2.0,0.0,6.0,Seguimiento,CIUDAD BOLIVAR,176.0,90.3786241335619,5.0,2.0,17.0,Hotspot de severidad/fatalidad,CIUDAD BOLIVAR,False,False,False,True,True,Emergente,True,5.0,CONDUCTOR,60.0,10.0,20.0,0.0,10.0,100.0,4200.0,MOTOCICLETA,25.0,25.0,12.5,0.0,25.0,100.0,2187.5,TRANSITAR EN CONTRAVIA,46.2,TRANSPORTAR PASAJEROS EN LA PARTE EXTERIOR,23.1,OTRA,23.1,100.0,3254.4,176.0,90.3786241335619,Hotspot de severidad/fatalidad,MANIOBRA_PELIGROSA
4.679,-74.095,382.0,88.93111500291886,18.0,4.0,46.0,Hotspot preventivo prioritario,ENGATIVA,176.0,90.3786241335619,5.0,2.0,17.0,Hotspot de severidad/fatalidad,ENGATIVA,False,False,True,True,True,Emergente,True,5.0,CONDUCTOR,45.5,27.3,18.2,0.0,9.1,100.0,3223.1,MOTOCICLETA,0.0,66.7,0.0,0.0,22.2,100.0,5061.7,NO MANTENER DISTANCIA DE SEGURIDAD,30.0,ADELANTAR CERRANDO,30.0,TRANSITAR ENTRE VEHICULOS,30.0,100.0,2800.0,176.0,90.3786241335619,Hotspot de severidad/fatalidad,VELOCIDAD/DISTANCIA
4.662,-74.133,270.0,90.02159953298306,180.0,4.0,312.0,Hotspot de carga acumulada,FONTIBON,180.0,90.3182529626593,9.0,2.0,25.0,Hotspot robusto integral,FONTIBON,False,False,True,True,True,Emergente,True,9.0,CONDUCTOR,68.4,15.8,5.3,0.0,10.5,100.0,5069.3,AUTOMOVIL,33.3,22.2,0.0,16.7,16.7,100.0,2284.0,TRANSITAR ENTRE VEHICULOS,37.5,NO MANTENER DISTANCIA DE SEGURIDAD,25.0,ADELANTAR CERRANDO,25.0,100.0,2734.4,180.0,90.3182529626593,Hotspot robusto integral,MANIOBRA_PELIGROSA
4.619,-74.14,31.0,93.89784004670167,132.0,12.0,276.0,Hotspot robusto integral,KENNEDY,183.0,90.27875083848848,74.0,1.0,146.0,Hotspot robusto integral,KENNEDY,True,True,True,True,True,Persistente,True,74.0,CONDUCTOR,66.1,12.1,14.9,0.6,6.3,100.0,4777.4,AUTOMOVIL,34.0,16.7,6.2,15.3,9.7,100.0,1895.3,NO MANTENER DISTANCIA DE SEGURIDAD,34.2,OTRA,25.0,ADELANTAR CERRANDO,15.8,98.6,2108.3,183.0,90.27875083848848,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.666,-74.13,2104.0,75.56450671336836,216.0,0.0,288.0,Hotspot de carga acumulada,FONTIBON,184.0,90.2765148691958,65.0,2.0,119.0,Hotspot robusto integral,FONTIBON,False,False,False,True,True,Emergente,True,65.0,CONDUCTOR,81.8,8.8,3.6,0.7,5.1,100.0,6800.0,AUTOMOVIL,42.0,13.7,10.7,9.9,8.4,100.0,2312.8,NO MANTENER DISTANCIA DE SEGURIDAD,41.1,OTRA,13.4,SEMÁFORO EN ROJO,12.5,96.9,2240.1,184.0,90.2765148691958,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.643,-74.062,1116.0,81.32516053706948,96.0,0.0,192.0,Seguimiento,CHAPINERO,186.0,90.27204293061044,14.0,3.0,30.0,Hotspot robusto integral,CHAPINERO,False,False,False,True,True,Emergente,True,14.0,CONDUCTOR,60.7,21.4,0.0,10.7,7.1,100.0,4311.2,MOTOCICLETA,24.0,32.0,12.0,12.0,8.0,100.0,2032.0,ADELANTAR CERRANDO,26.3,NO MANTENER DISTANCIA DE SEGURIDAD,26.3,OTRA,15.8,92.9,1856.0,186.0,90.27204293061044,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.672,-74.125,397.0,88.7600700525394,212.0,4.0,352.0,Hotspot de carga acumulada,FONTIBON,191.0,90.10509055675637,63.0,1.0,121.0,Hotspot robusto integral,FONTIBON,False,False,True,True,True,Emergente,True,63.0,CONDUCTOR,72.9,16.5,3.0,1.5,6.0,100.0,5640.2,AUTOMOVIL,39.3,24.6,10.7,8.2,11.5,96.8,2477.8,NO MANTENER DISTANCIA DE SEGURIDAD,22.6,SEMÁFORO EN ROJO,22.6,OTRA,17.9,100.0,1564.6,191.0,90.10509055675637,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.62,-74.098,1124.0,81.26269702276707,42.0,0.0,94.0,Seguimiento,PUENTE ARANDA,192.0,90.0558992323172,15.0,2.0,31.0,Hotspot robusto integral,PUENTE ARANDA,False,False,False,True,True,Emergente,True,15.0,CONDUCTOR,75.9,13.8,0.0,6.9,3.4,100.0,6004.8,AUTOMOVIL,28.0,24.0,24.0,0.0,4.0,100.0,2160.0,ADELANTAR CERRANDO,47.6,NO MANTENER DISTANCIA DE SEGURIDAD,23.8,OTRA,23.8,93.3,3424.0,192.0,90.0558992323172,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.698,-74.124,5228.0,65.02685347343842,12.0,0.0,24.0,Seguimiento,ENGATIVA,193.0,90.05515390921964,11.0,1.0,27.0,Hotspot robusto integral,ENGATIVA,False,False,False,True,True,Emergente,True,11.0,CONDUCTOR,81.8,9.1,0.0,4.5,4.5,100.0,6818.2,AUTOMOVIL,52.4,14.3,9.5,0.0,9.5,100.0,3333.3,DESOBEDECER SEÑALES,62.5,REVERSO IMPRUDENTE,18.8,OTRA,6.2,100.0,4375.0,193.0,90.05515390921964,Hotspot robusto integral,CONTROL_SEMAFÓRICO
4.602,-74.134,704.0,86.21716287215412,44.0,2.0,76.0,Seguimiento,PUENTE ARANDA,195.0,90.03652083178058,17.0,1.0,35.0,Hotspot robusto integral,KENNEDY,False,False,False,True,True,Emergente,True,17.0,CONDUCTOR,76.9,10.3,0.0,7.7,5.1,100.0,6107.8,AUTOMOVIL,45.5,15.2,6.1,12.1,9.1,100.0,2635.4,NO MANTENER DISTANCIA DE SEGURIDAD,47.8,OTRA,26.1,OTRAS,8.7,94.1,3156.9,195.0,90.03652083178058,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.692,-74.086,2107.0,75.54816112084065,82.0,0.0,122.0,Seguimiento,ENGATIVA,196.0,90.03055824700009,27.0,4.0,51.0,Hotspot robusto integral,ENGATIVA,False,False,False,True,True,Emergente,True,27.0,CONDUCTOR,81.8,10.9,0.0,0.0,7.3,100.0,6866.1,AUTOMOVIL,36.4,14.5,30.9,5.5,10.9,100.0,2641.3,NO MANTENER DISTANCIA DE SEGURIDAD,39.0,OTRA,31.7,TRANSITAR ENTRE VEHICULOS,9.8,100.0,2754.3,196.0,90.03055824700009,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.596,-74.158,458.0,88.28955049620548,50.0,4.0,90.0,Hotspot preventivo prioritario,CIUDAD BOLIVAR,198.0,90.00596258478049,55.0,1.0,105.0,Hotspot robusto integral,CIUDAD BOLIVAR,False,False,True,True,True,Emergente,True,55.0,CONDUCTOR,66.9,12.1,7.3,8.9,4.8,100.0,4781.5,AUTOMOVIL,31.1,19.4,14.6,2.9,8.7,98.2,1771.1,NO MANTENER DISTANCIA DE SEGURIDAD,31.0,ADELANTAR CERRANDO,21.4,OTRA,17.9,100.0,1842.4,198.0,90.00596258478049,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.626,-74.138,385.0,88.91827203736135,164.0,2.0,280.0,Hotspot de carga acumulada,KENNEDY,199.0,90.0037266154878,60.0,2.0,108.0,Hotspot robusto integral,KENNEDY,False,False,True,True,True,Emergente,True,60.0,CONDUCTOR,81.1,5.5,9.4,3.1,0.8,100.0,6707.8,AUTOMOVIL,55.0,10.1,7.3,3.7,1.8,100.0,3291.8,NO MANTENER DISTANCIA DE SEGURIDAD,39.7,OTRA,28.1,ADELANTAR CERRANDO,9.1,98.3,2514.2,199.0,90.0037266154878,Hotspot robusto integral,VELOCIDAD/DISTANCIA
4.684,-74.079,439.0,88.456509048453,216.0,4.0,340.0,Hotspot de carga acumulada,BARRIOS UNIDOS,200.0,89.96124319892674,40.0,1.0,78.0,Hotspot robusto integral,BARRIOS UNIDOS,False,False,True,True,True,Emergente,True,40.0,CONDUCTOR,77.6,9.4,4.7,3.5,4.7,100.0,6174.4,AUTOMOVIL,46.8,13.0,23.4,6.5,5.2,100.0,2983.6,NO MANTENER DISTANCIA DE SEGURIDAD,36.4,OTRA,31.8,ADELANTAR CERRANDO,9.1,100.0,2474.7,200.0,89.96124319892674,Hotspot robusto integral,VELOCIDAD/DISTANCIA
